Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,15/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,18:25,10h 25m,1 stop,In-flight meal not included,9134
Multiple carriers,21/05/2019,Delhi,Cochin,DEL → BOM → COK,12:50,01:30 22 May,12h 40m,1 stop,No info,7485
IndiGo,12/06/2019,Delhi,Cochin,DEL → HYD → COK,07:35,16:10,8h 35m,1 stop,No info,6442
Jet Airways,3/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812
Air India,9/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 10 Jun,23h 40m,2 stops,No info,11185
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM → HYD,12:00,13:25,1h 25m,non-stop,No info,3175
Vistara,21/05/2019,Kolkata,Banglore,CCU → DEL → BLR,07:10,22:40,15h 30m,1 stop,No info,8452
Jet Airways,15/06/2019,Delhi,Cochin,DEL → BOM → COK,19:45,12:35 16 Jun,16h 50m,1 stop,In-flight meal not included,10262
Air India,21/05/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228
Jet Airways,9/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:25,14:25 10 May,18h,1 stop,In-flight meal not included,9314
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JDH → BOM → COK,11:40,19:00,7h 20m,2 stops,In-flight meal not included,15812
