Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,12/05/2019,Kolkata,Banglore,CCU → GAU → BLR,10:20,17:35,7h 15m,1 stop,No info,9358
Air India,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,09:25,07:55 07 May,22h 30m,1 stop,No info,8366
Multiple carriers,6/03/2019,Delhi,Cochin,DEL → BOM → COK,11:30,19:15,7h 45m,1 stop,In-flight meal not included,15342
Jet Airways,21/03/2019,Mumbai,Hyderabad,BOM → HYD,03:05,04:25,1h 20m,non-stop,No info,5678
IndiGo,6/05/2019,Kolkata,Banglore,CCU → BLR,22:15,00:50 07 May,2h 35m,non-stop,No info,4804
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,16:20,7h 55m,1 stop,No info,14571
Jet Airways,1/04/2019,Kolkata,Banglore,CCU → BOM → BLR,08:25,20:45,12h 20m,1 stop,No info,12681
Jet Airways,06/03/2019,Banglore,New Delhi,BLR → BOM → DEL,21:25,10:25 07 Mar,13h,1 stop,No info,17261
Vistara,9/06/2019,Kolkata,Banglore,CCU → DEL → BLR,17:00,10:45 10 Jun,17h 45m,1 stop,No info,9922
Jet Airways,18/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,12:00 19 May,17h 5m,1 stop,In-flight meal not included,10844
SpiceJet,21/04/2019,Banglore,Delhi,BLR → DEL,05:55,08:35,2h 40m,non-stop,No info,4423
