Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,24/06/2019,Delhi,Cochin,DEL → HYD → MAA → COK,09:45,09:25 25 Jun,23h 40m,2 stops,No info,10975
Multiple carriers,1/06/2019,Delhi,Cochin,DEL → HYD → COK,07:10,22:30,15h 20m,1 stop,No info,7038
Jet Airways,9/05/2019,Delhi,Cochin,DEL → BOM → COK,08:00,19:00,11h,1 stop,No info,15554
Air India,12/06/2019,Banglore,Delhi,BLR → DEL,21:05,23:55,2h 50m,non-stop,No info,5228
IndiGo,1/06/2019,Delhi,Cochin,DEL → MAA → COK,02:00,07:25,5h 25m,1 stop,No info,5636
Air India,27/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,12:00,07:40 28 Jun,19h 40m,2 stops,No info,9653
Jet Airways,24/05/2019,Kolkata,Banglore,CCU → BOM → BLR,18:55,10:05 25 May,15h 10m,1 stop,In-flight meal not included,8586
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM → HYD,13:15,14:45,1h 30m,non-stop,No info,2017
Vistara,24/05/2019,Kolkata,Banglore,CCU → DEL → BLR,20:20,23:25 25 May,27h 5m,1 stop,No info,9345
Jet Airways,21/03/2019,Delhi,Cochin,DEL → BDQ → BOM → COK,10:45,18:50 22 Mar,32h 5m,2 stops,In-flight meal not included,9270
