Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Jet Airways,6/05/2019,Kolkata,Banglore,CCU → BOM → BLR,20:00,20:45 07 May,24h 45m,1 stop,No info,14388
Jet Airways,09/03/2019,Banglore,New Delhi,BLR → BOM → DEL,08:00,10:25 13 Mar,26h 25m,1 stop,In-flight meal not included,11087
Jet Airways,1/05/2019,Kolkata,Banglore,CCU → BOM → BLR,14:05,09:20 02 May,19h 15m,1 stop,In-flight meal not included,9663
Jet Airways,1/06/2019,Delhi,Cochin,DEL → JAI → BOM → COK,05:30,04:25 02 Jun,22h 55m,2 stops,No info,13014
IndiGo,6/06/2019,Banglore,Delhi,BLR → DEL,04:00,06:50,2h 50m,non-stop,No info,3943
Air India,15/03/2019,Banglore,New Delhi,BLR → COK → DEL,22:00,13:20 16 Mar,15h 20m,1 stop,No info,8845
Air India,24/03/2019,Kolkata,Banglore,CCU → DEL → BLR,20:30,12:30 25 Mar,16h,1 stop,No info,12173
Jet Airways,9/06/2019,Delhi,Cochin,DEL → BOM → COK,21:50,12:35 10 Jun,14h 45m,1 stop,In-flight meal not included,10262
Multiple carriers,21/03/2019,Delhi,Cochin,DEL → HYD → COK,09:45,16:10,6h 25m,1 stop,No info,7242
Jet Airways,24/06/2019,Delhi,Cochin,DEL → IDR → BOM → COK,05:30,04:25 25 Jun,22h 55m,2 stops,No info,13292
