Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
Air India,18/05/2019,Delhi,Cochin,DEL → GOI → BOM → COK,22:00,19:15 19 May,21h 15m,2 stops,No info,11228
Air India,1/05/2019,Kolkata,Banglore,CCU → GAU → DEL → BLR,09:50,08:55 02 May,23h 5m,2 stops,No info,13227
IndiGo,15/03/2019,Banglore,New Delhi,BLR → DEL,20:00,22:55,2h 55m,non-stop,No info,8855
Multiple carriers,12/06/2019,Delhi,Cochin,DEL → BOM → COK,03:50,12:35,8h 45m,1 stop,No info,12192
Jet Airways,27/06/2019,Delhi,Cochin,DEL → AMD → BOM → COK,23:05,19:00 28 Jun,19h 55m,2 stops,No info,12819
IndiGo,27/06/2019,Banglore,Delhi,BLR → DEL,06:05,08:50,2h 45m,non-stop,No info,3943
Multiple carriers,9/03/2019,Delhi,Cochin,DEL → BOM → COK,00:20,12:55,12h 35m,1 stop,In-flight meal not included,18260
Air India,18/04/2019,Banglore,Delhi,BLR → DEL,06:10,08:55,2h 45m,non-stop,No info,5228
Jet Airways,12/06/2019,Delhi,Cochin,DEL → ATQ → BOM → COK,12:15,04:25 13 Jun,16h 10m,2 stops,No info,14300
Air India,1/05/2019,Kolkata,Banglore,CCU → BBI → BOM → BLR,12:00,18:30 02 May,30h 30m,2 stops,No info,10151
IndiGo,6/05/2019,Kolkata,Banglore,CCU → MAA → BLR,17:35,22:15,4h 40m,1 stop,No info,5699
